id,name,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,wifi,Pets,hot_tub,square_feet,price,weekly_price,monthly_price,review_scores_rating,enjoy_stay
761858,2 Bedrooms - 2 King Size Beds (Park Hill),Denver,CO,80207,House,Private room,4,1,2,2,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Extra pillows and blankets"",""Host greets you""}",TRUE,TRUE,FALSE,,$170.00 ,,,99,Yes
769437,Awesome Room in Baker neigborhood,Denver,CO,80223,House,Private room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}",TRUE,TRUE,FALSE,,$75.00 ,$500.00 ,"$1,500.00 ",100,Yes
774712,ZEN! Best Location In Denver! Clean and Quiet.,Denver,CO,80218,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Private living room"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",TRUE,FALSE,FALSE,,$66.00 ,$799.00 ,"$2,200.00 ",93,Yes
776434,Super-comfortable Modern Home 3 Bdr -Platt Park DU,Denver,CO,80210,House,Entire home/apt,6,3,3,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,Bathtub,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Well-lit path to entrance"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""Wide doorway to guest bathroom"",""Wide entryway"",""Handheld shower head""}",TRUE,FALSE,FALSE,,$220.00 ,"$1,690.00 ","$5,800.00 ",98,Yes
785140,Global-styled Sunnyside Home w/ Lush Outdoor Space,Denver,CO,80211,House,Entire home/apt,3,1,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",TRUE,TRUE,FALSE,,$57.00 ,$200.00 ,$575.00 ,97,Yes
787456,Queen en suite in lovely Victorian,Denver,CO,80206,House,Private room,2,1,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$74.00 ,,,99,Yes
823343,"Beautiful Wash Park Home, 4 Bedroom",Denver,CO,80209,House,Entire home/apt,10,3.5,4,5,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,Bathtub,""Changing table"",""High chair"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",Other}",TRUE,FALSE,FALSE,,$300.00 ,,,96,Yes
833937,Sunny Home in Historic Curtis Park,Denver,CO,80205,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Outlet covers"",Bathtub,""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""No stairs or steps to enter"",""No stairs or steps to enter""}",TRUE,FALSE,FALSE,900,$125.00 ,,,97,Yes
834896,Dwell Contender!On Park! Walk Score 10+-Dog OK-,Denver,CO,80205,Bungalow,Entire home/apt,4,1,1,0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Long term stays allowed""}",TRUE,TRUE,FALSE,1100,$86.00 ,,"$2,900.00 ",94,Yes
852934,Peaceful Artist Oasis 2BR easy access Downtown,Denver,CO,80222,House,Entire home/apt,6,1,2,5,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$74.00 ,$440.00 ,,94,Yes
861993,Northwest Denver garden apartment,Denver,CO,80211,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed""}",TRUE,TRUE,FALSE,800,$95.00 ,$600.00 ,"$2,000.00 ",95,Yes
866145,Clean & comfortable in heart of Denver,Denver,CO,80223,Bungalow,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",TRUE,TRUE,FALSE,,$65.00 ,,,99,Yes
875596,Cozy BUNGALOW-Loft & Studio 5 Mins to Downtown!,Denver,CO,80219,Guest suite,Entire home/apt,6,1,2,2,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Wide entrance for guests"",""Host greets you""}",TRUE,TRUE,FALSE,1400,$128.00 ,,,96,Yes
915016,Cozy Capitol Hill Accommodation,Denver,CO,80218,House,Entire home/apt,3,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}",TRUE,FALSE,FALSE,,$95.00 ,$600.00 ,"$1,800.00 ",98,Yes
921485,Stylish & Historic LoHi Loft w/ Views and Parking,Denver,CO,80211,Loft,Entire home/apt,2,1,1,0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$129.00 ,"$1,179.00 ","$3,199.00 ",99,Yes
923994,"Central 2-Story Historic 3BR, 2.5BA Congress Park",Denver,CO,80206,House,Entire home/apt,6,2.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you"",""Paid parking on premises""}",TRUE,FALSE,TRUE,2500,$295.00 ,,,98,Yes
934259,Farm house in downtown Denver,Denver,CO,80211,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,Essentials,Shampoo}",TRUE,TRUE,FALSE,,$60.00 ,$285.00 ,"$1,015.00 ",95,Yes
937952,"BEST Location & Reviews! Central, Quiet, Clean!",Denver,CO,80203,Condominium,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$99.00 ,,,97,Yes
953052,Congress Park Cottage,Denver,CO,80206,Bungalow,Entire home/apt,4,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$110.00 ,$500.00 ,"$2,000.00 ",100,Yes
958612,DENVER SUITE WITH A MOUNTAIN VIEW CENTRAL LOCATION,Denver,CO,80202,Condominium,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Gym,Elevator,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",TRUE,FALSE,FALSE,,$95.00 ,"$1,750.00 ","$3,000.00 ",95,Yes
978943,Perfect place to stay and enjoy CO.,Denver,CO,80219,House,Private room,5,1,2,3,Real Bed,"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Pets live on this property"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""First aid kit"",Shampoo}",FALSE,TRUE,FALSE,,$125.00 ,$200.00 ,$800.00 ,92,Yes
1004131,Stapleton Carriage House,Denver,CO,80238,Guesthouse,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$115.00 ,$600.00 ,"$1,480.00 ",100,Yes
1035821,Large Downtown Home Walking Distance Sleeps 10!,Denver,CO,80205,House,Entire home/apt,10,2,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",TRUE,FALSE,FALSE,,$199.00 ,"$1,800.00 ","$5,500.00 ",92,Yes
1041934,"Private apt in Berkeley, MTN Views!",Denver,CO,80212,Guest suite,Entire home/apt,4,1,2,3,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Self check-in"",Keypad,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,TRUE,FALSE,,$215.00 ,"$1,000.00 ","$2,500.00 ",98,Yes
1042331,Beautiful Apt in Berkeley/Highlands,Denver,CO,80212,Guest suite,Entire home/apt,3,1,1,0,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Self check-in"",Keypad,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Full kitchen""}",TRUE,TRUE,FALSE,,$140.00 ,$600.00 ,"$1,700.00 ",94,Yes
1069351,Historic Denver Bungalow- 30+ day rentals only,Denver,CO,80211,House,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Suitable for events"",Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",TRUE,FALSE,FALSE,,$85.00 ,"$1,550.00 ","$3,500.00 ",92,Yes
